,logFC,FDR,FC,geneLen,GC_content,median_IUPRED,5UTR_PARS_RNAstructure,CDS_PARS_RNAstructure,3UTR_PARS_RNAstructure,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%urn,%Beta-sheet,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,RNAseq RPKM,RNAseq log2(RPKM),MS mean,log2(MS),Imputed log2(MS),protein_synthesis_rate,real_protein_synthesis_rate,Ribo_profilling_init_rate,Ribo_profilling_ribo_num,Ribo_profilling_trans_rate,Ribo_profilling_trans_time,Ribo_profilling_delay_time,IDR ratio,Control Median,control Localization,GOMF,GOBP slim,GOCC slim,Number of complexe,Sum d0 Pause Score,Sum Odds Ratio,intron length,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,fopScore,gravyScore,instabilityIndex,molecularWeight,pI
YMR095C,-0.106980690101762,0.732708160971536,0.9285292802179734,675.0,40.1481,0.1092,,,,0.0756,0.0267,0.0489,0.0533,0.0578,0.0578,0.0356,0.0667,0.0578,0.0933,0.0178,0.0489,0.0444,0.04,0.04,0.0622,0.0622,0.08,0.0089,0.0178,0.3244,0.2133,0.24,3.0,2.0,28.0,0.4752007245,0.5609112694158841,,,24.927114283950054,,,0.169,6.988,0.127,54.975,3.765,0.0,15.13,below threshold,GO:0003824;GO:0004359;GO:0016740;GO:0016787;GO:0016810;GO:0016811,GO:0006082;GO:0006520;GO:0006766;GO:0006807;GO:0008152;GO:0009056;GO:0009058;GO:0009308;GO:0009987;GO:0034641;GO:0042180;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0051186;GO:0065007,,1.0,,,,0.0,89.42,0.08,0.14,0.07,0.47,-0.02,38.89,24905.9,7.2
YMR096W,0.120389274339132,0.517786007901809,1.0870281296833941,894.0,42.953,0.247,,,,0.1007,0.0168,0.0604,0.0839,0.0268,0.0839,0.0201,0.0738,0.0805,0.0705,0.0436,0.0201,0.0369,0.0201,0.0369,0.0738,0.0369,0.1007,0.0067,0.0034,0.2819,0.2148,0.2987,5.0,4.0,64.0,5.5139332175,2.7035289289331637,,,24.138288680291666,,,0.091,4.48,0.079,56.734,1.239,0.0,18.75,below threshold,,GO:0006766;GO:0008152;GO:0009058;GO:0009987;GO:0044237;GO:0044281;GO:0046483;GO:0051186,,1.0,,,,0.0,93.47,0.04,0.18,0.23,0.57,0.03,35.58,31809.2,5.27
YMR097C,-0.223323727201695,0.217875922566526,0.8565897225224938,1104.0,36.8659,0.2436,,,,0.0299,0.0054,0.0489,0.0571,0.0326,0.0679,0.019,0.0598,0.0788,0.1114,0.0299,0.0924,0.0435,0.0272,0.0652,0.0516,0.0598,0.0652,0.0109,0.0408,0.3207,0.2554,0.2283,,,,5.75358853475,2.7556542852147192,,,25.351356254035746,,,0.016,1.576,0.015,104.662,1.363,0.0108695652173913,,,GO:0000166;GO:0003824;GO:0003924;GO:0005488;GO:0005525;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017076;GO:0017111;GO:0019001;GO:0032553;GO:0032555;GO:0032561;GO:0035639,GO:0006412;GO:0006996;GO:0007005;GO:0008152;GO:0009058;GO:0009987;GO:0016043;GO:0019538;GO:0032543;GO:0043170;GO:0044237;GO:0044238,GO:0016020;GO:0044464,0.0,,,,0.0,84.17,0.08,0.1,-0.02,0.41,-0.51,26.12,42159.1,10.02
YMR098C,3.1023494882414,0.0346016123766855,8.58816249396522,1839.0,36.8135,0.1731,,,,0.0375,0.0114,0.0457,0.0669,0.044,0.0473,0.0277,0.062,0.0832,0.124,0.0147,0.0816,0.0261,0.0359,0.0587,0.0832,0.0506,0.0587,0.0131,0.0261,0.3279,0.2382,0.2431,1.0,,5.0,13.299557439,3.837898592209898,97483333.33333333,26.538652262255713,26.538652262255713,,,0.048,6.992,0.044,157.876,4.784,0.0277324632952691,17.18,below threshold,,GO:0006139;GO:0006461;GO:0006807;GO:0008152;GO:0009987;GO:0016043;GO:0016070;GO:0016071;GO:0022607;GO:0034622;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0065003;GO:0065007,GO:0016020;GO:0044464,0.0,,,,0.0,88.45,0.08,0.14,0.06,0.46,-0.45,47.79,70432.6,9.82
YMR099C,-0.116689831827669,0.722084622407873,0.9223013841972725,894.0,38.5906,0.18975,-0.195916666666666,0.39586129753915,-0.358955223880597,0.047,0.0067,0.047,0.0805,0.0336,0.0537,0.0302,0.057,0.0872,0.104,0.0201,0.0403,0.057,0.0503,0.0168,0.057,0.0705,0.0705,0.0268,0.0403,0.3322,0.2081,0.2517,6.0,6.0,32.0,72.635110695,6.2023219311045965,2899700000.0,31.433256502689364,31.433256502689364,,,0.231,10.335,0.162,63.964,4.65,0.023489932885906,47.26,cytosol,GO:0003824;GO:0005488;GO:0016853;GO:0016854;GO:0016857;GO:0030246;GO:0047938,GO:0005975;GO:0008152;GO:0009987;GO:0044237;GO:0044238,,0.0,1.93,7.43,,0.0,83.11,0.1,0.29,0.33,0.62,-0.38,30.46,33949.1,6.05
YMR100W,-0.511767051166248,0.0942066244681689,0.70136286371655,1863.0,36.2319,0.2129,,,,0.0338,0.0225,0.066,0.0741,0.0451,0.0225,0.0177,0.0531,0.0741,0.087,0.0193,0.0773,0.0354,0.0306,0.0612,0.0902,0.0757,0.0596,0.0161,0.037,0.2979,0.2254,0.2142,2.0,34.0,119.0,17.2812841075,4.192295506117958,,,24.746340340540115,,,0.031,4.389,0.025,173.658,3.423,0.0917874396135265,,,GO:0005488;GO:0043167;GO:0043169;GO:0046872,GO:0006464;GO:0008152;GO:0009987;GO:0019538;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0065007;GO:0070647,GO:0005737;GO:0044464,0.0,,,,0.0,69.93,0.1,0.13,-0.04,0.42,-0.64,38.8,72248.4,6.88
YMR101C,-2.08232802052652,0.0237818088225686,0.23613306539597648,1032.0,34.1085,0.0996,,,,0.0378,0.0145,0.0436,0.0581,0.0727,0.0349,0.0262,0.0698,0.093,0.0959,0.0407,0.0494,0.0407,0.0262,0.0552,0.0814,0.0465,0.061,0.0145,0.0349,0.3488,0.2064,0.2326,,,,0.310814427,0.39046345657647713,,,25.805992561852374,,,0.059,4.403,0.053,83.809,1.45,0.0,15.93,below threshold,GO:0003824;GO:0004659;GO:0016740;GO:0016765;GO:0045547,GO:0005975;GO:0006464;GO:0006486;GO:0008152;GO:0009987;GO:0019538;GO:0043170;GO:0043412;GO:0044237;GO:0044238,GO:0005811;GO:0044464,0.0,,,,0.0,79.86,0.12,0.13,-0.05,0.4,-0.23,48.36,40216.5,10.03
YMR102C,0.142373193279956,0.696862025518855,1.1037192108522034,2505.0,40.0399,0.391,,,,0.0455,0.0132,0.0575,0.0611,0.0455,0.0455,0.0323,0.0467,0.0695,0.0778,0.0192,0.0683,0.0407,0.0311,0.0623,0.1329,0.0635,0.0503,0.0096,0.0263,0.2563,0.2874,0.2036,3.0,1.0,13.0,15.1666825325,4.014951757314291,402940000.0,28.585989792135063,28.585989792135063,,,0.022,4.31,0.02,210.891,2.411,,21.93,cytosol,,,,0.0,,,,0.0,64.36,0.08,0.13,0.01,0.43,-0.7,39.98,94266.7,8.95
YMR104C,-0.606943011979903,0.64463580700425,0.656586498079205,2034.0,40.118,0.1702,,,,0.0398,0.0088,0.0693,0.0546,0.0487,0.0619,0.031,0.0708,0.0841,0.1121,0.0147,0.0442,0.0546,0.0354,0.0398,0.0944,0.0501,0.0383,0.0118,0.0339,0.3156,0.2552,0.2212,23.0,1.0,29.0,7.03587953525,3.0064559369930466,51518000.0,25.618573279338417,25.618573279338417,,,0.019,2.838,0.017,169.832,1.334,0.191740412979351,23.58,cytosol,GO:0000166;GO:0003824;GO:0004672;GO:0004674;GO:0005488;GO:0005524;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639,GO:0006461;GO:0006464;GO:0006468;GO:0006793;GO:0008152;GO:0009987;GO:0016043;GO:0019538;GO:0022607;GO:0034622;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0065003;GO:0065007;GO:0071554;GO:0071555,GO:0005634;GO:0005737;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,83.63,0.09,0.13,0.03,0.44,-0.43,40.71,76665.1,7.74
YMR105C,-0.440746896978341,0.746981389563887,0.7367530857978226,1710.0,41.1696,0.18665,0.0435,0.207890643274853,-0.040873015873016,0.0684,0.0105,0.0632,0.0614,0.0509,0.0912,0.0193,0.0772,0.086,0.0667,0.014,0.0491,0.0474,0.0228,0.0298,0.0667,0.0579,0.0561,0.0123,0.0474,0.3105,0.2544,0.2105,,,,8.72407787625,3.2815614473804002,2598300000.0,31.274920868670353,31.274920868670353,,,0.192,15.864,0.134,118.305,4.794,0.043859649122807,299.5,nucleus:cytosol,GO:0000287;GO:0003824;GO:0004614;GO:0005488;GO:0016853;GO:0016866;GO:0016868;GO:0043167;GO:0043169;GO:0046872,GO:0005975;GO:0005976;GO:0006066;GO:0006091;GO:0006112;GO:0006139;GO:0006807;GO:0006873;GO:0008152;GO:0009056;GO:0009058;GO:0009225;GO:0009311;GO:0009987;GO:0019725;GO:0034641;GO:0042592;GO:0043170;GO:0044237;GO:0044238;GO:0044281;GO:0065007,GO:0005737;GO:0044464,0.0,1.9100000000000001,16.689999999999998,,0.0,76.34,0.11,0.31,0.39,0.66,-0.34,27.27,63084.0,6.59
YMR105W-A,0.56052892722064,0.0059810709079879,1.474809819468512,195.0,36.9231,0.0153,,,,0.0462,0.0308,0.0,0.0154,0.0923,0.0769,0.0154,0.0923,0.0462,0.0615,0.0615,0.0154,0.0308,0.0615,0.0462,0.0769,0.0769,0.0923,0.0,0.0462,0.3846,0.2,0.1846,,,,,,,,25.005054294030764,,,,,,,,,,,,,,0.0,,,,0.0,87.81,0.14,0.09,-0.05,0.42,0.57,31.83,7232.8,10.12
YMR106C,0.269154802333031,0.417371354401462,1.2051016164259374,1890.0,39.5238,0.2575,,,,0.0349,0.0175,0.0683,0.0825,0.0317,0.0333,0.0127,0.0619,0.0794,0.1048,0.0206,0.0524,0.046,0.0429,0.0413,0.0952,0.0651,0.0746,0.0048,0.0286,0.3063,0.227,0.2429,72.0,2.0,7.0,4.9166134095,2.564771632722223,55829333.333333336,25.734520018830132,25.734520018830132,,,,,,,,0.0777777777777777,22.27,nucleus,GO:0000166;GO:0003676;GO:0003677;GO:0003678;GO:0003684;GO:0003723;GO:0003824;GO:0004003;GO:0004386;GO:0005488;GO:0005524;GO:0008026;GO:0008094;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0042162;GO:0042623;GO:0043565;GO:0070035,GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006325;GO:0006807;GO:0006950;GO:0006974;GO:0006996;GO:0008152;GO:0009987;GO:0016043;GO:0016458;GO:0032200;GO:0032502;GO:0034641;GO:0040029;GO:0042592;GO:0043170;GO:0044237;GO:0044238;GO:0050896;GO:0051179;GO:0051276;GO:0051641;GO:0065007,GO:0032991;GO:0043234;GO:0044464,1.0,,,,0.0,86.23,0.07,0.12,0.02,0.44,-0.42,41.2,71222.7,4.89
YMR107W,0.346009437071784,0.0760097604360106,1.2710400035066463,348.0,42.5287,0.66865,,,,0.0345,0.0,0.0776,0.0776,0.0345,0.069,0.0259,0.0259,0.069,0.0431,0.0345,0.069,0.0431,0.0603,0.0776,0.1121,0.0259,0.069,0.0086,0.0345,0.2155,0.2931,0.1897,,,,0.46769618550000003,0.5535533598467688,,,24.13846017914929,,,0.225,4.501,0.171,26.345,1.991,0.8706896551724138,27.77,cytosol,,,,0.0,,,,0.0,46.4,0.08,0.1,0.05,0.46,-1.17,58.92,13179.7,6.81
YMR108W,0.236602758688654,0.203195164447419,1.1782149455527147,2064.0,43.5562,0.3215,0.210014492753623,0.7162378875969,-0.233101604278074,0.0945,0.0044,0.0465,0.0567,0.0392,0.0785,0.0233,0.0538,0.0654,0.0756,0.0305,0.0436,0.064,0.0465,0.0436,0.061,0.0625,0.0785,0.0102,0.0203,0.2776,0.2471,0.2573,8.0,,,170.551060825,7.42249423693077,17773333333.333332,34.04899522866052,34.04899522866052,30773.1234782609,2.97536092874742,0.15,15.711,0.113,138.82,4.35,0.0712209302325581,,,GO:0000287;GO:0003824;GO:0003984;GO:0005488;GO:0016740;GO:0016744;GO:0019842;GO:0030976;GO:0043167;GO:0043169;GO:0046872;GO:0048037;GO:0050660;GO:0050662,GO:0006082;GO:0006520;GO:0006807;GO:0008152;GO:0009058;GO:0009308;GO:0009987;GO:0034641;GO:0042180;GO:0044237;GO:0044238;GO:0044281,GO:0005739;GO:0032991;GO:0043226;GO:0043229;GO:0043231;GO:0043234;GO:0044464,1.0,25.03,75.32,,0.0,79.29,0.07,0.26,0.36,0.63,-0.26,38.54,74941.7,8.87
YMR110C,0.978403223074582,0.0010837793503248,1.970283489162307,1599.0,37.2108,0.1373,0.326875,0.168036898061286,0.000606060606061,0.0544,0.0131,0.0525,0.0638,0.06,0.0563,0.0206,0.0901,0.0713,0.0901,0.0169,0.0544,0.0582,0.0244,0.0375,0.0732,0.0582,0.0582,0.0075,0.0375,0.3433,0.242,0.2251,1.0,6.0,32.0,25.9118917975,4.750171905075668,394306666.6666667,28.554742865507862,28.554742865507862,,,0.213,16.021,0.123,130.109,5.604,0.0,27.53,punctate,GO:0003824;GO:0004028;GO:0004029;GO:0004030;GO:0016491;GO:0016620;GO:0016903;GO:0047770,GO:0006081;GO:0008152;GO:0009056;GO:0009987;GO:0044237,GO:0005811;GO:0016020;GO:0044464,0.0,,,,0.0,88.94,0.11,0.16,0.07,0.48,-0.14,38.81,59975.4,6.74
YMR112C,0.16712067006554,0.605187678285875,1.1228153327960915,396.0,39.6465,0.43495,-0.012985074626866,0.01459595959596,-0.038181818181818,0.0227,0.0076,0.0455,0.1136,0.0303,0.0303,0.0076,0.0455,0.0985,0.1288,0.0303,0.0606,0.0379,0.0985,0.0379,0.0682,0.0682,0.0455,0.0,0.0152,0.2652,0.197,0.2955,3.0,75.0,192.0,20.3926833175,4.419045548220351,8730533.333333334,23.057638522887903,23.057638522887903,,,0.131,4.495,0.088,50.796,9.356,0.1969696969696969,22.53,nucleus,,,,1.0,,,,0.0,79.71,0.05,0.11,0.0,0.42,-0.81,43.33,15166.4,5.03
YMR114C,-0.911332224890547,0.0119349022471217,0.531693883483618,1107.0,41.7344,0.384,,,,0.0352,0.0108,0.0813,0.0894,0.0352,0.0569,0.0081,0.0298,0.1111,0.0786,0.0298,0.0515,0.0461,0.0352,0.0623,0.0623,0.0623,0.0515,0.0244,0.0352,0.2547,0.2168,0.2331,,,,3.25043563775,2.0876107142415323,,,24.827156926455523,,,0.016,1.441,0.015,95.427,1.471,0.3658536585365853,18.5,below threshold,GO:0003824;GO:0008233;GO:0016787,,,0.0,,,,0.0,56.03,0.1,0.13,0.04,0.45,-1.01,41.45,42902.9,7.91
YMR116C,-0.440269610050754,0.285397716550351,0.7369968662088843,960.0,45.7292,0.1823,-0.991899999999999,1.87168260416666,0.413962121212121,0.1094,0.0063,0.0781,0.0281,0.0312,0.0688,0.0219,0.05,0.0594,0.0906,0.0219,0.0469,0.025,0.0375,0.0312,0.0875,0.0719,0.075,0.0344,0.0219,0.3031,0.2281,0.25,507.0,24.0,63.0,5664.53840425,12.467997348604138,44410333333.333336,35.37017634877547,35.37017634877547,81458.8260869565,7.87600935641059,0.325,10.384,0.216,48.081,1.5,0.0,17.75,below threshold,GO:0001965;GO:0004871;GO:0005083;GO:0005092;GO:0005488;GO:0005515;GO:0030234;GO:0030695;GO:0060089;GO:0060589,GO:0001403;GO:0006417;GO:0007165;GO:0009987;GO:0019725;GO:0030447;GO:0040007;GO:0042221;GO:0042592;GO:0050896;GO:0065007;GO:0070783,GO:0015935;GO:0030529;GO:0032991;GO:0044464,1.0,17.23,35.519999999999996,272.0,1.0,84.04,0.09,0.78,0.85,0.92,-0.13,25.15,34800.6,6.16
YMR117C,-0.766479040925605,0.588705374850839,0.5878503994398094,642.0,35.2025,0.3494,,,,0.0327,0.0,0.0888,0.1262,0.0187,0.0327,0.0093,0.0748,0.1121,0.1308,0.014,0.0794,0.0234,0.0234,0.0467,0.0794,0.0187,0.0561,0.0047,0.0234,0.3084,0.215,0.3037,76.0,36.0,298.0,13.9498185525,3.902056069277498,13975166.666666666,23.736362256075527,23.736362256075527,617.149643478261,0.0596703463557346,0.089,4.508,0.068,65.894,6.726,0.0654205607476635,28.02,punctate,GO:0005198;GO:0005200;GO:0005488;GO:0005515;GO:0042802,GO:0000280;GO:0006996;GO:0007010;GO:0007059;GO:0007067;GO:0009987;GO:0016043;GO:0048285;GO:0051301,GO:0000776;GO:0032991;GO:0043226;GO:0043229;GO:0043232;GO:0043234;GO:0044464,1.0,,,,0.0,95.01,0.05,0.15,0.06,0.46,-0.75,46.68,24591.9,4.58
YMR119W,-0.0458324971822835,0.894424689519912,0.9687306563042027,1875.0,36.2133,0.0258,-0.052916666666667,0.185168533333332,-0.032068965517241,0.0352,0.0304,0.0528,0.0624,0.08,0.04,0.0128,0.072,0.0576,0.112,0.0192,0.064,0.0368,0.0192,0.0432,0.1072,0.0512,0.056,0.0112,0.0352,0.3664,0.248,0.2288,6.0,9.0,47.0,24.641688597499996,4.680419366634326,,,24.92405846640935,,,0.031,4.617,0.028,162.97,2.542,0.0608,19.91,nuclear periphery,GO:0003824;GO:0004842;GO:0005488;GO:0016874;GO:0016879;GO:0016881;GO:0019787;GO:0043167;GO:0043169;GO:0046872,GO:0006464;GO:0006508;GO:0008152;GO:0009056;GO:0009719;GO:0009987;GO:0019538;GO:0042221;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0050896;GO:0051603;GO:0070647,GO:0016020;GO:0044464,0.0,,,,0.0,87.32,0.13,0.14,0.02,0.44,-0.02,43.49,71435.6,5.59
YMR120C,-1.40744618367075,0.156852217852469,0.37697841266797777,1779.0,41.3716,0.1969,0.508611111111111,0.350181000562115,-0.012137931034483,0.1029,0.0101,0.059,0.0641,0.0354,0.059,0.0202,0.0691,0.0658,0.0826,0.0101,0.0405,0.0523,0.0371,0.0472,0.0759,0.0405,0.0793,0.0101,0.0371,0.3137,0.2277,0.2597,,,,113.18781607500001,6.835264912052373,10906666666.666666,33.344491196564405,33.344491196564405,,,0.181,15.761,0.13,121.199,4.774,0.0,469.55,cytosol,GO:0003824;GO:0003937;GO:0004643;GO:0016740;GO:0016741;GO:0016742;GO:0016787;GO:0016810;GO:0016814;GO:0019238,GO:0006139;GO:0006807;GO:0008152;GO:0009058;GO:0009117;GO:0009987;GO:0034641;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0055086,GO:0005829;GO:0044464,0.0,0.65,3.64,,0.0,88.21,0.08,0.32,0.41,0.67,-0.2,40.95,65257.9,6.52
YMR121C,-0.207065109965304,0.290749209133043,0.866297758816584,615.0,44.2276,0.4017,0.131999999999999,0.333887804878047,0.135675675675675,0.0732,0.0049,0.0244,0.0439,0.0195,0.0634,0.0244,0.0293,0.1073,0.0634,0.0049,0.0634,0.0341,0.0439,0.161,0.0293,0.0488,0.0732,0.0244,0.0585,0.2683,0.1902,0.1854,3.0,6.0,45.0,18.551546615,4.289210830580382,5330033333.333333,32.31149740969623,32.31149740969623,,,0.298,6.997,0.182,38.351,2.33,0.3024390243902439,34.44,nucleus,GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488,GO:0002181;GO:0006412;GO:0008152;GO:0009058;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238,GO:0030529;GO:0032991;GO:0044464,1.0,,,,0.0,56.26,0.1,0.44,0.62,0.78,-1.19,43.63,24463.9,11.91
YMR123W,0.0743447689981686,0.87435903749682,1.0528827379932888,369.0,42.5474,0.0414,-0.3440625,0.152946070460704,0.233809523809523,0.0813,0.0081,0.065,0.0569,0.0569,0.0244,0.0244,0.0813,0.0732,0.1138,0.0081,0.0488,0.0163,0.0325,0.0407,0.0976,0.065,0.0488,0.0325,0.0163,0.3496,0.187,0.2602,7.0,42.0,180.0,147.13726780000002,7.210790823693503,73878666.66666667,26.138654513097876,26.138654513097876,939.950713043478,0.090881012728965,0.192,4.482,0.138,32.383,3.523,0.3008130081300813,81.26,ER,,GO:0006461;GO:0009987;GO:0016043;GO:0022607;GO:0034622;GO:0065003,GO:0044464,0.0,,,,0.0,93.31,0.11,0.15,0.12,0.5,-0.12,54.1,13961.1,6.79
YMR124W,0.305745141749629,0.320753907029249,1.2360568868966315,2832.0,39.9011,0.7163,,,,0.0434,0.0,0.053,0.0678,0.0318,0.0508,0.0138,0.0445,0.0614,0.071,0.0328,0.0985,0.0646,0.0826,0.0551,0.1208,0.0561,0.0265,0.0011,0.0233,0.1981,0.3347,0.215,11.0,17.0,60.0,16.89041928,4.161115293685151,1117703333.3333333,30.057890166602398,30.057890166602398,,,0.031,6.835,0.029,232.749,3.157,0.8792372881355932,,bud neck,,GO:0006996;GO:0007029;GO:0007163;GO:0009987;GO:0016043,,0.0,,,,0.0,54.96,0.06,0.14,0.06,0.46,-1.07,59.34,105911.3,6.87
YMR128W,-1.62791402970926,0.0301650030407237,0.32355569375096027,3804.0,38.2229,0.3615,,,,0.0457,0.0079,0.0639,0.1009,0.0442,0.0544,0.0197,0.0639,0.097,0.0773,0.026,0.0473,0.0505,0.0371,0.0544,0.0686,0.0521,0.056,0.0047,0.0276,0.2737,0.2208,0.25,479.0,,7.0,11.5271862575,3.646990500911335,1016236666.6666666,29.920589279233816,29.920589279233816,,,0.025,6.934,0.024,290.633,2.896,0.2831230283911672,64.56,nucleolus,GO:0000166;GO:0003676;GO:0003723;GO:0003724;GO:0003824;GO:0004386;GO:0005488;GO:0005524;GO:0008026;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0042623;GO:0070035,GO:0006139;GO:0006364;GO:0006396;GO:0006807;GO:0008152;GO:0009987;GO:0016070;GO:0034641;GO:0042254;GO:0043170;GO:0044237;GO:0044238,GO:0005730;GO:0030529;GO:0030684;GO:0032991;GO:0043226;GO:0043229;GO:0043232;GO:0044464,0.0,,,,0.0,71.43,0.08,0.17,0.09,0.49,-0.7,45.42,144939.1,6.26
YMR129W,-0.915890368304677,0.375005194050571,0.5300166666121409,4014.0,36.5222,0.1969,0.117068965517241,0.247652217239662,0.157962962962963,0.0351,0.0112,0.059,0.0635,0.0568,0.0493,0.0217,0.0852,0.0792,0.0807,0.012,0.0516,0.0523,0.0329,0.0351,0.1001,0.0598,0.0628,0.0037,0.0471,0.3363,0.2534,0.1913,29.0,8.0,57.0,42.506170045,5.443148113368012,2045400000.0,30.92973586000325,30.92973586000325,,,0.034,10.259,0.031,331.353,5.072,0.0403587443946188,22.05,nuclear periphery,GO:0005198;GO:0005488;GO:0005515;GO:0017056;GO:0043495,GO:0006605;GO:0006810;GO:0006913;GO:0006996;GO:0006997;GO:0009987;GO:0015031;GO:0015931;GO:0016043;GO:0022607;GO:0051169;GO:0051234,GO:0005643;GO:0016020;GO:0032991;GO:0043234;GO:0044464,0.0,,,,0.0,82.74,0.11,0.16,0.06,0.47,-0.32,36.01,151642.6,6.72
YMR130W,0.005976765594374,0.987358107311276,1.0041513713887327,909.0,36.7437,0.1007,-0.423461538461538,0.255104510451043,-0.105194805194805,0.0429,0.0066,0.0627,0.0726,0.0495,0.0429,0.0231,0.0924,0.0792,0.1056,0.0165,0.0627,0.0561,0.0264,0.0396,0.0561,0.0462,0.0396,0.0165,0.0594,0.363,0.2178,0.2376,,,,23.1745867325,4.595419321753119,94325000.0,26.49113687454186,26.49113687454186,,,0.119,6.964,0.087,80.087,2.92,,15.96,below threshold,GO:0003824;GO:0016787,,,0.0,,,,0.0,87.47,0.13,0.13,-0.02,0.43,-0.38,27.33,35273.6,6.18
YMR132C,0.512051729893928,0.0833460692590276,1.4260768504723542,627.0,35.2472,0.2817,,,,0.0287,0.0287,0.0526,0.0861,0.0335,0.0287,0.0144,0.0526,0.1244,0.0813,0.0287,0.0861,0.0335,0.0431,0.0526,0.0574,0.0431,0.0574,0.0144,0.0478,0.2871,0.2057,0.2249,,,,13.077695816250001,3.8153393133438502,49724333.333333336,25.567448721838137,25.567448721838137,,,0.175,7.051,0.108,65.184,9.767,,21.82,cytosol,,,GO:0005737;GO:0044464,0.0,,,,0.0,65.79,0.1,0.14,-0.01,0.44,-0.87,47.61,24673.7,9.27
YMR133W,0.600664030936778,0.012832568412263,1.5164143677269006,1287.0,38.2284,0.5055,,,,0.028,0.0163,0.0396,0.0629,0.0326,0.0303,0.0093,0.0629,0.0816,0.0816,0.0256,0.0979,0.0583,0.0629,0.049,0.0886,0.0862,0.0583,0.0093,0.0163,0.2611,0.2751,0.1981,5.0,2.0,9.0,0.371516156,0.45577161674966,,,24.787423515365386,,,,,,,,0.5454545454545454,,,,GO:0006139;GO:0006259;GO:0006310;GO:0006807;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238,GO:0000228;GO:0005694;GO:0043226;GO:0043229;GO:0043232;GO:0044464,0.0,,,115.0,1.0,72.66,0.06,0.13,0.06,0.47,-0.69,44.4,48719.1,9.69
YMR134W,0.171287464759702,0.603860181720234,1.126062937891634,714.0,35.2941,0.07265,,,,0.0126,0.0168,0.0672,0.1134,0.063,0.0504,0.0294,0.084,0.084,0.1303,0.0126,0.0462,0.0252,0.0168,0.0546,0.0462,0.042,0.0588,0.0,0.042,0.3782,0.1681,0.2689,,,,16.305517412500002,4.113160171744004,273513333.3333333,28.027035928159272,28.027035928159272,,,0.169,6.973,0.094,74.137,8.001,0.0,43.48,ER,,GO:0006066;GO:0006629;GO:0006873;GO:0006996;GO:0007005;GO:0008152;GO:0009058;GO:0009987;GO:0016043;GO:0019725;GO:0042592;GO:0044237;GO:0044238;GO:0044281;GO:0065007,GO:0044464,0.0,,,,0.0,95.82,0.11,0.13,-0.04,0.41,-0.32,32.6,27911.3,5.12
YMR135C,0.863019135733451,0.0002511792808081,1.8188406283247407,1368.0,41.8129,0.27675,,,,0.0417,0.0088,0.0395,0.0702,0.0439,0.0548,0.0241,0.0746,0.0789,0.1009,0.0219,0.0943,0.0285,0.0592,0.0285,0.0965,0.0592,0.0285,0.011,0.0329,0.2917,0.2741,0.2346,9.0,4.0,49.0,4.67113883725,2.5036384758861487,155080000.0,27.208437408603537,27.208437408603537,,,0.044,4.474,0.038,118.19,1.44,0.0723684210526315,23.61,nucleus:cytosol,,GO:0006508;GO:0007049;GO:0007346;GO:0008152;GO:0009056;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238;GO:0051603;GO:0051726;GO:0065007,GO:0005634;GO:0005737;GO:0032991;GO:0043226;GO:0043229;GO:0043231;GO:0043234;GO:0044464,1.0,,,,0.0,78.09,0.09,0.09,-0.04,0.41,-0.57,37.49,51728.9,7.36
