Name	SGD_Start	SGD_End	5'-UTR_Start	3'-UTR_End	5'-UTR_length	3'-UTR_length	Transcription_level(log2)
YOL086W-A	159173	159445	159136	159479	37	34	5.129283017
YOL086C	160594	159548	160633	159480	39	68	
YOL085W-A	161579	161791					
YOL085C	162014	161673					
YOL084W	162356	165331					1
YOL083W	165714	166952	165622	167038	92	86	2.807354922
YOL083C-A	166601	166461					
YOL082W	168727	169974	168580	170040	147	66	4.754887502
YOL081W	171070	180309	170855	180375	215	66	6.189824559
YOL079W	181057	181455		181459		4	
YOL080C	181427	180558		180411		147	3.321928095
YOL078W	181682	185212	181643	185237	39	25	2.584962501
YOL077W-A	185438	185644	185403	185747	35	103	5.768184325
YOL077C	186723	185848	186769	185799	46	49	6.562242424
YOL076W	187024	189414	186998	189414	26	0	3.64385619
YOL075C	193542	189658	193567	189462	25	196	2.700439718
YOL073C	194800	193832	194828	193781	28	51	2.700439718
YOL072W	194970	196337	194947	196436	23	99	4.977279923
YOL071W	196507	196995	196502	197170	5	175	4.209453366
YOL070C	198725	197220	198735	197076	10	144	4.64385619
YOL069W	198942	200297	198949		Potential_AUG_annotation_error		
YOL068C	201879	200368		200176		192	
YOL067C	202518	201985	202578	200983	60	1002	2.321928095
YOL066C	204471	202696	204500	202656	29	40	3.392317423
YOL065C	205885	204731	205913	204717	28	14	4.64385619
YOL064C	207176	206103	207192	206029	16	74	6.46760555
YOL063C	210265	207392	210300	207361	35	31	4.700439718
YOL062C	211995	210520	212182	210452	187	68	5.108524457
YOL061W	212244	213734	212179	213863	65	129	6.366322214
YOL060C	216137	214017	216237	213760	100	257	4.754887502
YOL059W	217126	218448	216896	218696	230	248	7.503825738
YOL058W	219210	220472	219137	220603	73	131	4.857980995
YOL057W	220766	222901	220711	223009	55	108	5.794415866
YOL056W	223267	224178	223207	224398	60	220	4.087462841
YOL055C	226074	224419	226158	224216	84	203	2.700439718
YOL054W	228613	229833	228571	230046	42	213	4.044394119
YOL053W	230084	231271		231385		114	3.64385619
YOL052C-A	231754	231569	231788	231325	34	244	5.977279923
YOL052C	233635	232445	233688	232338	53	107	5.599912842
YOL051W	234939	238184					
YOL050C	238201	237881					
YOL049W	238618	240093	238575	240205	43	112	6.515699838
YOL048C	241309	240203	241375	240154	66	49	5.022367813
YOL047C	242746	241613		241481		132	2
YOL045W	243496	246801		246931		130	4.426264755
YOL046C	244139	243465		243426		39	
YOL044W	247149	248300	247095	248370	54	70	
YOL043C	249533	248391	249617	248236	84	155	
YOL042W	249824	250915	249778	251220	46	305	3.807354922
YOL041C	252645	251266	252693	251183	48	83	5.044394119
YOL040C	253576	253148	253609	253081	33	67	9.783816759
YOL039W	254296	254616	254199	254843	97	227	7.625708843
YOL038C-A	255020	254925	255085	254726	65	199	3.459431619
YOL038W	255336	256100	255303	256168	33	68	6.912889336
YOL036W	256744	259029	256356	259170	388	141	
YOL037C	257018	256665		256529		136	
YOL035C	259104	258802					
YOL034W	259924	263205	259850	263268	74	63	2.700439718
YOL033W	263476	265086	263448	265200	28	114	3
YOL032W	265430	266170	265367	266240	63	70	
YOL031C	267530	266265	267593	266242	63	23	
YOL030W	268188	269642	268112	269786	76	144	5.539158811
YOL029C	270421	269816	270465	269752	44	64	5.375039431
YOL028C	271371	270634	271581	270151	210	483	3.321928095
YOL027C	273725	272004	273767	271843	42	161	5.857980995
YOL026C	274354	274013	274378	273947	24	66	4.930737338
YOL025W	274958	276940	274909	276988	49	48	3
YOL024W	277087	277605					1
YOL023W	278057	280087	277898	280368	159	281	3.169925001
YOL022C	281499	280273	281517	280188	18	85	5.285402219
YOL021C	285427	282422	285456	282332	29	90	5.599912842
YOL020W	286173	287951	286062	288070	111	119	5.87036472
YOL019W-A	288421	288573					0
YOL019W	288899	290554	288756	290778	143	224	2.906890596
YOL018C	292075	290882	292141	290723	66	159	4.321928095
YOL017W	292530	294674	292447	294777	83	103	4.754887502
YOL016C	296121	294778	296156	294679	35	99	6.607330314
YOL015W	297079	298839	297067	298970	12	131	2.321928095
YOL014W	299694	300068	299538	300192	156	124	7.243173983
YOL013W-B	300691	300981					
YOL013W-A	301048	301239	301013	301327	35	88	3.807354922
YOL013C	303036	301381	303186	301254	150	127	4.044394119
YOL012C	303984	303580	304080	303446	96	134	7.169925001
YOL011W	305350	307410	305185	307445	165	35	6.303780748
YOL010W	307939	309042	307872	309143	67	101	3.584962501
YOL009C	310140	309325	310336	309289	196	36	3.523561956
YOL008W	310313	310936	310279	311067	34	131	3.321928095
YOL007C	312368	311343	312434	311007	66	336	4
YOL006C	315388	313079	315515	312953	127	126	3.584962501
YOL005C	316176	315814	316203	315788	27	26	6.238404739
YOL004W	316939	321549	316736	321667	203	118	4.857980995
YOL003C	322995	321859	323029	321768	34	91	4.584962501
YOL002C	324365	323412	324418	323369	53	43	4.554588852
YOL001W	325250	326131	324887	326366	363	235	3.523561956
YOR001W	326833	329034	326818	329119	15	85	5.022367813
YOR002W	329418	331052	329378	331131	40	79	6.22881869
YOR003W	331456	332892	331278	333064	178	172	3.087462841
YOR004W	333593	334357	333543	334500	50	143	3.459431619
YOR005C	337344	334510	337520	334400	176	110	2.584962501
YOR006C	338622	337681		337640		41	5.285402219
YOR007C	339979	338939	340019	338866	40	73	8.927777962
YOR008C	342415	341279	342626	340996	211	283	4.321928095
YOR008C-A	343082	342858					0
YOR008W-B	343929	344030					0
YOR009W	344335	345798		345931		133	1.807354922
YOR010C	346950	346195	347291	346137	341	58	2.584962501
YOR011W	349679	353863					0
YOR011W-A	355652	355858					1
YOR012W	356543	356956					
YOR013W	356751	357221		357288		67	2.906890596
YOR014W	357674	359947	357439	360031	235	84	
YOR015W	359993	360352		360377		25	7.438791853
YOR016C	361084	360461	361171	360340	87	121	3.807354922
YOR017W	361412	363814	361379	363969	33	155	4.169925001
YOR018W	364369	366882	364321	367023	48	141	4.044394119
YOR019W	368127	370319	368080	370459	47	140	3.523561956
YOR020C	370844	370524	370868	370445	24	79	8.45532722
YOR020W-A	371685	371957	371580	372130	105	173	5.672425342
YOR021C	373439	372798	373459	372665	20	133	5.965784285
YOR022C	375857	373710	375931	373596	74	114	2.807354922
YOR023C	377712	376012	377776	375983	64	29	3.807354922
YOR024W	377847	378170					
YOR025W	378219	379562	378176	379711	43	149	2.169925001
YOR026W	379781	380806		380846		40	5.129283017
YOR027W	381053	382822	380868	382912	185	90	6.636624621
YOR028C	384420	383533					1.584962501
YOR029W	384600	384935					0
YOR030W	386825	388684					3.087462841
YOR031W	389213	389422	389147	389521	66	99	3.95419631
YOR032C	391075	389771					2.321928095
YOR032W-A	392176	392376					
YOR033C	394524	392416	394656	392416	132	0	
YOR034C	397086	394837		394736		101	2
YOR034C-A	397668	397426					1.807354922
YOR035C	400104	397735		397549		186	
YOR036W	400348	401214	400330	401285	18	71	6.924812504
YOR037W	401555	402655	401531	402759	24	104	4.614709844
YOR038C	405388	402761	405427	402682	39	79	4.459431619
YOR039W	405768	406544	405673	406803	95	259	4.727920455
YOR040W	407064	407921	407048	408122	16	201	5.700439718
YOR042W	408425	409660		409711		51	5.754887502
YOR041C	408789	408358		408323		35	
YOR043W	410870	412330	410800	412472	70	142	4.392317423
YOR044W	413007	413480	412760	413646	247	166	3.169925001
YOR045W	413852	414037	413816	414194	36	157	8.276124405
YOR046C	415908	414460	415941	414408	33	52	6.960001932
YOR047C	417682	416348	417771	416221	89	127	4.357552005
YOR048C	421651	418631	421681	418561	30	70	4.321928095
YOR049C	423733	422669	424015	422539	282	130	3.392317423
YOR050C	424619	424272					0
YOR051C	426086	424848	426138	424702	52	146	4.930737338
YOR052C	427226	426774	427331	426518	105	256	5.087462841
YOR053W	427819	428160	427760	428785	59	625	
YOR055W	429480	429914					
YOR054C	429859	427835	430001	427781	142	54	
YOR056C	431628	430249	431683	430242	55	7	5.554588852
YOR057W	432188	433375	432120	433645	68	270	5.392317423
YOR058C	436347	433690	436523	433623	176	67	2.459431619
YOR059C	440260	438908		438854		54	4.832890014
YOR060C	441165	440392	441208	439057	43	1335	3.584962501
YOR061W	441536	442555	441402	442760	134	205	3.459431619
YOR062C	443533	442727	443559	442648	26	79	5.857980995
YOR063W	444688	445851	444664	445971	24	120	10.87805091
YOR064C	446740	446081	446836	445904	96	177	4.209453366
YOR065W	447441	448370	447152	448698	289	328	4.64385619
YOR066W	449438	451327	449425	451558	13	231	3.321928095
YOR067C	453464	451731	453499	451693	35	38	5.768184325
YOR069W	453770	455797	453702	455913	68	116	2.584962501
YOR068C	454215	453871					
YOR070C	457822	455909	457997	455831	175	78	3.459431619
YOR071C	461278	459482					1.321928095
YOR072W	461504	461818					
YOR072W-A	461793	462041					0
YOR072W-B	464471	464632					1
YOR073W	464773	466545					3.64385619
YOR073W-A	467392	467625		467651		26	
YOR074C	467591	466677		466577		100	5.781359714
YOR075W	468214	469254	468181	469309	33	55	5.409390936
YOR076C	471622	469379	471608		Potential_AUG_annotation_error		3.169925001
YOR077W	471901	472599	471862	473216	39	617	2.807354922
YOR078W	472727	473371	472637	473430	90	59	6.303780748
YOR079C	474418	473477	474479	473373	61	104	4.554588852
YOR080W	474554	476794		476938		144	3.392317423
YOR081C	479190	476941	479235	476874	45	67	4.64385619
YOR083W	479535	480422					0
YOR082C	479639	479298		479283		15	1
YOR084W	480589	481752	480489	481811	100	59	3.169925001
YOR085W	482035	483087	481983	483365	52	278	5.475733431
YOR086C	486781	483221	486962	483105	181	116	4.977279923
YOR087W	487709	489736	487627	489754	82	18	4.087462841
YOR089C	490830	490198	490874	490176	44	22	6.754887502
YOR090C	492843	491125	493011	491006	168	119	4.727920455
YOR091W	493434	494471	493372	494537	62	66	5
YOR092W	495128	496969	494782	497154	346	185	4.491853096
YOR093C	502453	497507	502497	497481	44	26	4.169925001
YOR094W	502796	503347	502699	503516	97	169	5.491853096
YOR095C	504329	503553	504387	503393	58	160	5.614709844
YOR096W	505795	506768	505765	506860	30	92	10.48633225
YOR097C	507506	506979	507559	506394	53	585	5.321928095
YOR098C	511179	507949	511233	507872	54	77	3.95419631
YOR099W	511826	513007	511757	513095	69	88	5.569855608
YOR100C	514279	513296					1.584962501
YOR101W	515245	516174	515159	516385	86	211	3.754887502
YOR102W	516424	516774					
YOR103C	516842	516450	516887	516385	45	65	
YOR104W	517643	518491					
YOR105W	518196	518522		518589		67	
YOR106W	519122	519973	519074	520067	48	94	5.357552005
YOR107W	521354	522283	521084	522608	270	325	3.64385619
YOR108W	523028	524842	522951	524948	77	106	
YOR108C-A	524815	524606					
YOR109W	525279	528602	525187	528673	92	71	4.807354922
YOR110W	528942	530249	528884	530296	58	47	4.426264755
YOR111W	530430	531128	530399	531440	31	312	4.426264755
YOR112W	531509	533794	531327	533860	182	66	3.247927513
YOR113W	534076	536820	533981	537123	95	303	2.807354922
YOR114W	537571	538455	537522	538654	49	199	4.169925001
YOR115C	539466	538660	539518	538582	52	78	5.044394119
YOR116C	544146	539764	544392	539666	246	98	4.087462841
YOR117W	545030	546334	544967	546471	63	137	6.285402219
YOR118W	546858	548561	546820	548695	38	134	3.754887502
YOR119C	550247	548793	550279	548647	32	146	3.857980995
YOR120W	551115	552053	551069	552193	46	140	
YOR121C	552104	551799		551757		42	
YOR122C	552888	552299	552925	552135	37	164	9.940313597
YOR123C	554571	553177	554613	553129	42	48	4.523561956
YOR124C	558643	554825	558751	554768	108	57	5.700439718
YOR125C	559732	559031	559782	558916	50	115	4.392317423
YOR126C	560678	559962	560701	559868	23	94	4.357552005
YOR127W	561171	564194	561093	564363	78	169	4.357552005
YOR128C	566192	564477	566208	564422	16	55	8.071462363
YOR129C	569559	566878	569638	566689	79	189	2.459431619
YOR130C	570808	569930	570861	569865	53	65	5.714245518
YOR131C	572839	572183	572904	572050	65	133	5.06608919
YOR132W	573176	574831	573112	574869	64	38	5.303780748
YOR133W	575099	577627	575038	577814	61	187	
YOR134W	578565	579794					0
YOR136W	580251	581360		581516		156	8.044394119
YOR135C	580501	580160		580160		0	
YOR137C	583682	581814	583736	581665	54	149	3.807354922
YOR138C	586325	584310	586358	584259	33	51	4.906890596
YOR140W	586982	589282					1.807354922
YOR139C	587343	586951					
YOR141C	592588	589943	592611	589659	23	284	4.087462841
YOR142W	593058	594047	592854	594238	204	191	6.312882955
YOR143C	602343	601384	602463	601362	120	22	4.426264755
YOR144C	605093	602718	605108	602664	15	54	3.584962501
YOR146W	605874	606179		606183		4	
YOR145C	606172	605348		605278		70	6.442943496
YOR147W	606608	608476	606521	608650	87	174	4.614709844
YOR148C	609198	608641	609230	608576	32	65	4.977279923
YOR149C	611389	609839	611433	609807	44	32	4.247927513
YOR150W	612000	612491	611971	612575	29	84	5.614709844
YOR151C	616672	612998	616929	612959	257	39	6.491853096
YOR152C	618289	617519	618506	617370	217	149	3.523561956
YOR153W	619841	624376	619686	624468	155	92	6.906890596
YOR154W	624730	626493	624667	626858	63	365	2.459431619
YOR155C	627981	626629	628178	626574	197	55	5
YOR156C	630541	628361		628113		248	2
YOR157C	631752	630967	631796	630940	44	27	5.108524457
YOR158W	632165	633121	632149	633211	16	90	6.826548487
YOR159C	633567	633283					4.672425342
YOR160W	633840	636758	633793	636805	47	47	4.781359714
YOR161W-A	637575	637655					
YOR161W-B	637976	638236					
YOR161C	638559	636940					3.169925001
YOR161C-C	639268	639122					1
YOR162C	641993	639561	642031	639447	38	114	3.906890596
YOR163W	642742	643308	642704	643383	38	75	
YOR164C	644333	643395	644356	643283	23	112	
YOR165W	644567	646897	644554	647056	13	159	4.857980995
YOR166C	648503	647127	648578	646953	75	174	5.169925001
YOR167C	649008	648805	649021	648704	13	101	
YOR168W	649304	651733	649274	651804	30	71	
YOR169C	651841	651377		650663		714	
YOR170W	651859	652164					
YOR171C	653885	652011	653954	651850	69	161	
YOR172W	654211	656571	654089	656767	122	196	2.584962501
YOR173W	657265	658326	657230	658443	35	117	4.554588852
YOR174W	658748	659602	658534	659729	214	127	4.247927513
YOR175C	661675	659816	661750	659674	75	142	5.64385619
YOR176W	662402	663583	662289	663702	113	119	6.392317423
YOR177C	667180	665786					2
YOR178C	670242	667861		667735		126	2.321928095
YOR179C	672412	671846	672438	671623	26	223	4.285402219
YOR180C	675168	674353					0
YOR181W	675940	677841	675868	677923	72	82	5.044394119
YOR182C	678794	678192	678809	678150	15	42	
YOR183W	678873	679262		680114		852	
YOR184W	679358	680545		680643		98	7.113742166
YOR185C	682107	681445	682459	681416	352	29	5.50779464
YOR186W	683112	683546		683712		166	
YOR186C-A	683539	683330					
YOR187W	684031	685344	683957	685465	74	121	7.894817763
YOR188W	685768	689181	685747	689346	21	165	3.754887502
YOR189W	689625	689975	689596	690200	29	225	4.857980995
YOR190W	690696	692033					1
YOR191W	692476	697335	692388	697474	88	139	2.321928095
YOR192C	700568	698769					1.321928095
YOR192C-C	704225	703989					
YOR193W	710447	711577	710408	711746	39	169	2.321928095
YOR194C	712544	711684	712609	711643	65	41	4.832890014
YOR195W	712867	715332	712795	715559	72	227	4
YOR196C	716838	715594	716859	715454	21	140	5.129283017
YOR197W	717087	718385	717070	718438	17	53	7.344295908
YOR198C	720066	718654		718454		200	5.686500527
YOR199W	720182	720511					
YOR200W	720418	720816					
YOR201C	721709	720471	721744	720421	35	50	
YOR202W	721947	722609	721937	722691	10	82	
YOR203W	722566	722919		723995		1076	
YOR204W	722912	724726	722891	725448	21	722	5.442943496
YOR205C	727235	725565	727222	725377	Potential_AUG_annotation_error	188	3.95419631
YOR206W	727513	729645	727483	729711	30	66	6.199672345
YOR207C	733458	730009	733483	729846	25	163	5.321928095
YOR208W	733926	736178	733771	736285	155	107	5.169925001
YOR209C	737727	736438	737876	736354	149	84	6.607330314
YOR210W	738321	738533	738289	738826	32	293	7.909893084
YOR211C	741570	738925	741717	738604	147	321	3.64385619
YOR212W	742911	744182	742747	744306	164	124	5.942514505
YOR213C	745282	744536	745390	744224	108	312	1.321928095
YOR214C	746304	745594					0
YOR215C	747283	746726	747334	746608	51	118	6.330916878
YOR216C	748980	747526	749016	747438	36	88	4.672425342
YOR217W	749302	751887	749229	752117	73	230	
YOR218C	751896	751477					
YOR219C	755010	752215	755099	751894	89	321	3.95419631
YOR220W	755329	756126	755294	756290	35	164	7.523561956
YOR221C	757559	756477	757622	756327	63	150	4.977279923
YOR222W	758331	759254	757889	759322	442	68	5.807354922
YOR223W	759783	760661	759755	760824	28	163	3.584962501
YOR224C	761266	760826	761289	760757	23	69	7.592457037
YOR225W	761393	761722					
YOR226C	762085	761615	762134	761484	49	131	
YOR227W	762826	766566	762774	766729	52	163	4.169925001
YOR228C	767778	766870	767903	766589	125	281	4.129283017
YOR229W	768410	769813	768339	770159	71	346	2.584962501
YOR230W	770801	772114	770764	772304	37	190	7.50779464
YOR231W	772602	774128	772516	774320	86	192	2.807354922
YOR231C-A	773364	773164					
YOR232W	774574	775260	774475	775417	99	157	7.14974712
YOR233W	775847	778249					1.584962501
YOR234C	779406	778556	779426	778484	20	72	10.37340896
YOR235W	779871	780185					0.584962501
YOR236W	780907	781542	780896	781595	11	53	4.491853096
YOR237W	781995	783299					0
YOR238W	783678	784589	783558	784683	120	94	3
YOR239W	784858	786745	784809	786949	49	204	4.459431619
YOR241W	786996	788642	786988	788701	8	59	5.95419631
YOR242C	789858	788743	789768	788003	Potential_AUG_annotation_error	740	4.672425342
YOR243C	792242	790212	792269	790077	27	135	5.64385619
YOR244W	792532	793869	792496	793964	36	95	4.523561956
YOR245C	795333	794077					3.523561956
YOR246C	796794	795802	796859	795741	65	61	6.475733431
YOR247W	797677	798309					
YOR248W	798014	798316		798536		220	
YOR249C	800732	798675	800738	798641	6	34	4.754887502
YOR250C	802308	800971	802330	800871	22	100	3.807354922
YOR251C	803465	802551	803517	802483	52	68	4.584962501
YOR252W	803668	804204	803635	804286	33	82	4.977279923
YOR253W	804378	804908	804359	805022	19	114	5.64385619
YOR254C	807024	805033	807149	804959	125	74	7.592457037
YOR255W	807272	808108					0
YOR256C	810683	808254	810802	808209	119	45	4.700439718
YOR257W	811008	811493	810972	811532	36	39	5.285402219
YOR258W	811671	812324	811653	812407	18	83	
YOR259C	813708	812395	813729	812349	21	46	
YOR260W	813984	815720	813932	815921	52	201	4.857980995
YOR261C	816931	815915	817036	815861	105	54	6.442943496
YOR262W	817291	818334	817227	818437	64	103	3.700439718
YOR264W	818865	820157	818806	820223	59	66	2.321928095
YOR263C	819163	818756					1
YOR265W	820453	820773	820422	820809	31	36	4.700439718
YOR266W	821022	822293		822353		60	4.321928095
YOR267C	824866	822587	825368	822414	502	173	3.700439718
